net,length_um
u_cpu.REG_FILE.rf\[5\]\[0\],4.92
u_cpu._0078_,4.92
u_cpu._0107_,4.92
u_cpu._0109_,4.92
u_cpu.ALU._1172_,4.9
u_cpu.ALU.u_wallace._0844_,4.9
u_cpu.ALU.u_wallace._2822_,4.9
u_cpu.ALU.u_wallace._3154_,4.9
u_cpu.ALU.u_wallace._3289_,4.9
u_cpu.ALU.u_wallace._3541_,4.9
u_cpu.ALU.u_wallace._3947_,4.9
u_cpu.ALU.u_wallace._4026_,4.9
u_cpu.REG_FILE._01873_,4.9
u_cpu.REG_FILE._01905_,4.9
u_cpu.REG_FILE._03400_,4.9
u_cpu.REG_FILE._03620_,4.9
u_cpu.REG_FILE._03939_,4.9
u_cpu.REG_FILE._04234_,4.9
u_cpu.REG_FILE._04599_,4.9
u_cpu.REG_FILE._04929_,4.9
u_cpu._0255_,4.9
u_cpu._0532_,4.9
u_cpu._0537_,4.9
u_cpu.ALU._0913_,4.88
u_cpu.ALU._1240_,4.88
u_cpu.ALU.u_wallace._0396_,4.88
u_cpu.ALU.u_wallace._0436_,4.88
u_cpu.ALU.u_wallace._0596_,4.88
u_cpu.ALU.u_wallace._0733_,4.88
u_cpu.ALU.u_wallace._2383_,4.88
u_cpu.ALU.u_wallace._2459_,4.88
u_cpu.ALU.u_wallace._3783_,4.88
u_cpu.ALU.u_wallace._3933_,4.88
u_cpu.ALU.u_wallace._4436_,4.88
u_cpu.ALU.u_wallace._4514_,4.88
u_cpu.IMEM._0247_,4.88
u_cpu.IMEM._0418_,4.88
u_cpu.IMEM._0428_,4.88
u_cpu.IMEM._0517_,4.88
u_cpu.IMEM.rd\[0\],4.88
u_cpu.REG_FILE._01337_,4.88
u_cpu.REG_FILE._01512_,4.88
u_cpu.REG_FILE._01657_,4.88
u_cpu.REG_FILE._01820_,4.88
u_cpu.REG_FILE._02736_,4.88
u_cpu.REG_FILE._02850_,4.88
u_cpu.REG_FILE._03343_,4.88
u_cpu.REG_FILE._03408_,4.88
u_cpu.REG_FILE._03672_,4.88
u_cpu.REG_FILE._03733_,4.88
u_cpu.REG_FILE._03989_,4.88
u_cpu.REG_FILE._04182_,4.88
u_cpu.REG_FILE._04281_,4.88
u_cpu.REG_FILE._04311_,4.88
u_cpu.REG_FILE._04487_,4.88
u_cpu.REG_FILE._04573_,4.88
u_cpu.REG_FILE._04579_,4.88
u_cpu.REG_FILE._04586_,4.88
u_cpu.REG_FILE._04588_,4.88
u_cpu.REG_FILE._04622_,4.88
u_cpu.REG_FILE._04681_,4.88
u_cpu.REG_FILE._04787_,4.88
u_cpu.REG_FILE._04800_,4.88
u_cpu.REG_FILE._04862_,4.88
u_cpu.REG_FILE._04875_,4.88
u_cpu.REG_FILE._04903_,4.88
u_cpu.REG_FILE._04978_,4.88
u_cpu.REG_FILE._05077_,4.88
u_cpu.REG_FILE._05093_,4.88
u_cpu.REG_FILE._05152_,4.88
u_cpu.REG_FILE._05189_,4.88
u_cpu.REG_FILE._05262_,4.88
u_cpu.REG_FILE._05310_,4.88
u_cpu.REG_FILE._05313_,4.88
u_cpu.REG_FILE._05388_,4.88
u_cpu.REG_FILE._05429_,4.88
u_cpu.REG_FILE._05594_,4.88
u_cpu.REG_FILE._05601_,4.88
u_cpu._0333_,4.88
u_cpu._0453_,4.88
u_cpu._0576_,4.88
u_cpu.REG_FILE._05024_,4.85
u_cpu.REG_FILE._00008_,4.845
u_cpu.REG_FILE._00036_,4.845
u_cpu.REG_FILE._00106_,4.845
u_cpu.REG_FILE._00129_,4.845
u_cpu.REG_FILE._00154_,4.845
u_cpu.REG_FILE._00175_,4.845
u_cpu.REG_FILE._00360_,4.845
u_cpu.REG_FILE._00488_,4.845
u_cpu.REG_FILE._00494_,4.845
u_cpu.REG_FILE._00509_,4.845
u_cpu.REG_FILE._00539_,4.845
u_cpu.REG_FILE._00558_,4.845
u_cpu.REG_FILE._00577_,4.845
u_cpu.REG_FILE._00587_,4.845
u_cpu.REG_FILE._00612_,4.845
u_cpu.REG_FILE._00768_,4.845
u_cpu.ALU.u_wallace._2404_,4.835
u_cpu.ALU.u_wallace._4101_,4.835
u_cpu.REG_FILE._04483_,4.83
u_cpu.REG_FILE._04923_,4.83
u_cpu.REG_FILE._04955_,4.83
u_cpu.REG_FILE._05082_,4.83
u_cpu.REG_FILE._05684_,4.83
u_cpu._0606_,4.83
u_cpu.REG_FILE._00955_,4.825
u_cpu.ALU._0591_,4.82
u_cpu.REG_FILE._02391_,4.82
u_cpu.REG_FILE._03799_,4.82
u_cpu.REG_FILE._03822_,4.82
u_cpu.REG_FILE._04616_,4.82
u_cpu.REG_FILE._04881_,4.82
u_cpu.REG_FILE._04883_,4.82
u_cpu.REG_FILE._05517_,4.82
u_cpu.REG_FILE._05570_,4.82
u_cpu.REG_FILE._05586_,4.82
u_cpu._0524_,4.82
u_cpu._0609_,4.82
u_cpu.REG_FILE._00156_,4.805
u_cpu.ALU._0223_,4.8
u_cpu.ALU._0421_,4.8
u_cpu.ALU._0715_,4.8
u_cpu.ALU._0972_,4.8
u_cpu.ALU._1210_,4.8
u_cpu.ALU._1343_,4.8
u_cpu.ALU.u_wallace._0061_,4.8
u_cpu.ALU.u_wallace._0174_,4.8
u_cpu.ALU.u_wallace._0450_,4.8
u_cpu.ALU.u_wallace._0499_,4.8
u_cpu.ALU.u_wallace._0993_,4.8
u_cpu.ALU.u_wallace._1487_,4.8
u_cpu.ALU.u_wallace._2303_,4.8
u_cpu.ALU.u_wallace._3367_,4.8
u_cpu.ALU.u_wallace._3774_,4.8
u_cpu.ALU.u_wallace._4218_,4.8
u_cpu.ALU.u_wallace._4247_,4.8
u_cpu.ALU.u_wallace._4363_,4.8
u_cpu.ALU.u_wallace._4482_,4.8
u_cpu.ALU.u_wallace._4851_,4.8
u_cpu.IMEM._0156_,4.8
u_cpu.IMEM._0366_,4.8
u_cpu.IMEM._0525_,4.8
u_cpu.IMEM._0572_,4.8
u_cpu.IMEM._0859_,4.8
u_cpu.REG_FILE._01162_,4.8
u_cpu.REG_FILE._01172_,4.8
u_cpu.REG_FILE._01221_,4.8
u_cpu.REG_FILE._01231_,4.8
u_cpu.REG_FILE._01465_,4.8
u_cpu.REG_FILE._01489_,4.8
u_cpu.REG_FILE._01495_,4.8
u_cpu.REG_FILE._01927_,4.8
u_cpu.REG_FILE._01984_,4.8
u_cpu.REG_FILE._02389_,4.8
u_cpu.REG_FILE._02498_,4.8
u_cpu.REG_FILE._03226_,4.8
u_cpu.REG_FILE._03360_,4.8
u_cpu.REG_FILE._03575_,4.8
u_cpu.REG_FILE._03860_,4.8
u_cpu.REG_FILE._03896_,4.8
u_cpu.REG_FILE._04029_,4.8
u_cpu.REG_FILE._04190_,4.8
u_cpu.REG_FILE._04352_,4.8
u_cpu.REG_FILE._04369_,4.8
u_cpu.REG_FILE._04456_,4.8
u_cpu.REG_FILE._04458_,4.8
u_cpu.REG_FILE._04475_,4.8
u_cpu.REG_FILE._04557_,4.8
u_cpu.REG_FILE._04601_,4.8
u_cpu.REG_FILE._04780_,4.8
u_cpu.REG_FILE._04819_,4.8
u_cpu.REG_FILE._04982_,4.8
u_cpu.REG_FILE._05052_,4.8
u_cpu.REG_FILE._05163_,4.8
u_cpu.REG_FILE._05197_,4.8
u_cpu.REG_FILE._05217_,4.8
u_cpu.REG_FILE._05272_,4.8
u_cpu.REG_FILE._05647_,4.8
u_cpu._0116_,4.8
u_cpu._0275_,4.8
u_cpu.REG_FILE._00565_,4.785
u_cpu.ALU.u_wallace._2812_,4.78
u_cpu.ALU.u_wallace._3476_,4.78
u_cpu.ALU.u_wallace._3904_,4.78
u_cpu.ALU.u_wallace._4282_,4.78
u_cpu.IMEM._0045_,4.78
u_cpu.IMEM._0640_,4.78
u_cpu.REG_FILE._03845_,4.78
u_cpu.REG_FILE._04721_,4.78
u_cpu.REG_FILE._00290_,4.775
u_cpu.ALU._0045_,4.76
u_cpu.ALU._0088_,4.76
u_cpu.ALU._0101_,4.76
u_cpu.ALU.u_wallace._0524_,4.76
u_cpu.ALU.u_wallace._0792_,4.76
u_cpu.ALU.u_wallace._1831_,4.76
u_cpu.ALU.u_wallace._2073_,4.76
u_cpu.ALU.u_wallace._3693_,4.76
u_cpu.ALU.u_wallace._3862_,4.76
u_cpu.ALU.u_wallace._3941_,4.76
u_cpu.ALU.u_wallace._4103_,4.76
u_cpu.ALU.u_wallace._4217_,4.76
u_cpu.IMEM._0391_,4.76
u_cpu.IMEM._0775_,4.76
u_cpu.REG_FILE._01155_,4.76
u_cpu.REG_FILE._01792_,4.76
u_cpu.REG_FILE._02311_,4.76
u_cpu.REG_FILE._02464_,4.76
u_cpu.REG_FILE._02583_,4.76
u_cpu.REG_FILE._03203_,4.76
u_cpu.REG_FILE._03722_,4.76
u_cpu.REG_FILE._03964_,4.76
u_cpu._0491_,4.76
u_cpu.REG_FILE._03753_,4.75
u_cpu.REG_FILE._00540_,4.745
u_cpu.ALU.u_wallace._2754_,4.73
u_cpu.REG_FILE._00583_,4.725
u_cpu.REG_FILE._00603_,4.725
u_cpu.REG_FILE._00702_,4.725
u_cpu.REG_FILE._00964_,4.725
u_cpu.REG_FILE._01001_,4.725
u_cpu._0086_,4.725
u_cpu.REG_FILE._04773_,4.71
u_cpu.REG_FILE._00196_,4.705
u_cpu.ALU.u_wallace._1801_,4.7
u_cpu.REG_FILE._00061_,4.7
u_cpu.REG_FILE._00954_,4.7
u_cpu.REG_FILE._01011_,4.7
u_cpu.REG_FILE._01918_,4.7
u_cpu.REG_FILE._02343_,4.7
u_cpu.REG_FILE._03084_,4.7
u_cpu.ALU._0158_,4.695
_71954_,4.68
u_cpu.ALU._0578_,4.68
u_cpu.ALU._0827_,4.68
u_cpu.ALU._1296_,4.68
u_cpu.ALU._1349_,4.68
u_cpu.ALU.u_wallace._2074_,4.68
u_cpu.ALU.u_wallace._2161_,4.68
u_cpu.ALU.u_wallace._2454_,4.68
u_cpu.ALU.u_wallace._2954_,4.68
u_cpu.ALU.u_wallace._3427_,4.68
u_cpu.ALU.u_wallace._3825_,4.68
u_cpu.ALU.u_wallace._4314_,4.68
u_cpu.ALU.u_wallace._4451_,4.68
u_cpu.REG_FILE._01405_,4.68
u_cpu.REG_FILE._01875_,4.68
u_cpu.REG_FILE._01921_,4.68
u_cpu.REG_FILE._02160_,4.68
u_cpu.REG_FILE._02351_,4.68
u_cpu.REG_FILE._03539_,4.68
u_cpu.REG_FILE._03692_,4.68
u_cpu.REG_FILE._03834_,4.68
u_cpu.REG_FILE._04011_,4.68
u_cpu.REG_FILE._04139_,4.68
u_cpu.REG_FILE._04825_,4.68
u_cpu.REG_FILE._05603_,4.68
u_cpu.ALU.u_wallace._0146_,4.66
u_cpu.ALU.u_wallace._0582_,4.66
u_cpu.ALU.u_wallace._0715_,4.66
u_cpu.ALU.u_wallace._2643_,4.66
u_cpu.IMEM._0864_,4.66
u_cpu.REG_FILE._01143_,4.66
u_cpu.REG_FILE._02926_,4.66
u_cpu.REG_FILE._02932_,4.66
u_cpu.REG_FILE._04208_,4.66
u_cpu.REG_FILE._00362_,4.655
u_cpu.REG_FILE._00284_,4.635
u_cpu.REG_FILE._00032_,4.625
u_cpu.REG_FILE._00071_,4.625
u_cpu.REG_FILE._00074_,4.625
u_cpu.REG_FILE._00221_,4.625
u_cpu.REG_FILE._00326_,4.625
u_cpu.REG_FILE._00342_,4.625
u_cpu.REG_FILE._00442_,4.625
u_cpu.REG_FILE._00517_,4.625
u_cpu.REG_FILE._00630_,4.625
u_cpu.REG_FILE._00692_,4.625
u_cpu.REG_FILE._00947_,4.625
u_cpu.ALU.u_wallace._1050_,4.62
u_cpu.REG_FILE._00382_,4.605
u_cpu.REG_FILE._00422_,4.605
u_cpu.REG_FILE._00633_,4.605
u_cpu.REG_FILE._00651_,4.605
u_cpu.REG_FILE._00672_,4.605
u_cpu.ALU._0756_,4.6
u_cpu.ALU._0791_,4.6
u_cpu.ALU._1340_,4.6
u_cpu.ALU.u_wallace._1477_,4.6
u_cpu.ALU.u_wallace._2470_,4.6
u_cpu.REG_FILE._02116_,4.6
u_cpu.REG_FILE._02710_,4.6
u_cpu.REG_FILE._03504_,4.6
u_cpu.REG_FILE._04291_,4.6
u_cpu.REG_FILE._05617_,4.6
u_cpu.REG_FILE._02185_,4.59
u_cpu.REG_FILE._00351_,4.585
u_cpu.REG_FILE._00535_,4.585
u_cpu.REG_FILE._00748_,4.585
u_cpu.REG_FILE._00927_,4.585
u_cpu.REG_FILE._00960_,4.585
u_cpu.REG_FILE._01720_,4.58
u_cpu.REG_FILE._02039_,4.58
u_cpu.REG_FILE._02408_,4.58
u_cpu.REG_FILE._03118_,4.58
u_cpu.REG_FILE._03139_,4.58
u_cpu.REG_FILE._03394_,4.58
u_cpu.REG_FILE._03481_,4.58
u_cpu.REG_FILE._03487_,4.58
u_cpu.REG_FILE._03680_,4.58
u_cpu.REG_FILE._04130_,4.58
u_cpu.REG_FILE._04187_,4.58
u_cpu._0064_,4.58
u_cpu.ALU._0616_,4.56
u_cpu.ALU._1080_,4.56
u_cpu.ALU.u_wallace._1153_,4.56
u_cpu.ALU.u_wallace._1975_,4.56
u_cpu.ALU.u_wallace._2573_,4.56
u_cpu.ALU.u_wallace._4010_,4.56
u_cpu.ALU.u_wallace._4089_,4.56
u_cpu.REG_FILE._01756_,4.56
u_cpu.REG_FILE._02254_,4.56
u_cpu.REG_FILE._02717_,4.56
u_cpu.REG_FILE._04133_,4.56
u_cpu.REG_FILE._04279_,4.56
u_cpu.REG_FILE._05625_,4.56
u_cpu.REG_FILE.rf\[17\]\[28\],4.56
u_cpu._0132_,4.56
u_cpu.REG_FILE._00704_,4.555
u_cpu.ALU.u_wallace._4170_,4.54
u_cpu.REG_FILE._03302_,4.54
u_cpu.REG_FILE._03521_,4.54
u_cpu.REG_FILE._03804_,4.54
u_cpu.REG_FILE._04331_,4.54
u_cpu._0092_,4.54
u_cpu.REG_FILE._00171_,4.525
u_cpu.REG_FILE._00838_,4.525
u_cpu.REG_FILE._00431_,4.505
u_cpu.REG_FILE._00613_,4.505
u_cpu.REG_FILE._00615_,4.505
u_cpu.REG_FILE._00664_,4.505
u_cpu.REG_FILE._00940_,4.505
u_cpu.REG_FILE._00859_,4.485
_71937_,4.48
u_cpu.ALU._0121_,4.48
u_cpu.ALU._1129_,4.48
u_cpu.ALU._1216_,4.48
u_cpu.ALU._1231_,4.48
u_cpu.ALU._1339_,4.48
u_cpu.ALU.u_wallace._1679_,4.48
u_cpu.ALU.u_wallace._2136_,4.48
u_cpu.ALU.u_wallace._2188_,4.48
u_cpu.ALU.u_wallace._2400_,4.48
u_cpu.ALU.u_wallace._3136_,4.48
u_cpu.ALU.u_wallace._3144_,4.48
u_cpu.ALU.u_wallace._3247_,4.48
u_cpu.ALU.u_wallace._4384_,4.48
u_cpu.IMEM._0296_,4.48
u_cpu.IMEM._0493_,4.48
u_cpu.IMEM._0508_,4.48
u_cpu.IMEM._0673_,4.48
u_cpu.IMEM._0923_,4.48
u_cpu.REG_FILE._01300_,4.48
u_cpu.REG_FILE._01359_,4.48
u_cpu.REG_FILE._01642_,4.48
u_cpu.REG_FILE._01655_,4.48
u_cpu.REG_FILE._01664_,4.48
u_cpu.REG_FILE._01810_,4.48
u_cpu.REG_FILE._02292_,4.48
u_cpu.REG_FILE._02355_,4.48
u_cpu.REG_FILE._02463_,4.48
u_cpu.REG_FILE._02844_,4.48
u_cpu.REG_FILE._03001_,4.48
u_cpu.REG_FILE._03145_,4.48
u_cpu.REG_FILE._03447_,4.48
u_cpu.REG_FILE._03766_,4.48
u_cpu.REG_FILE._03769_,4.48
u_cpu.REG_FILE._03811_,4.48
u_cpu.REG_FILE._04004_,4.48
u_cpu.REG_FILE._04246_,4.48
u_cpu.REG_FILE._04261_,4.48
u_cpu.REG_FILE._04342_,4.48
u_cpu.REG_FILE._04391_,4.48
u_cpu._0025_,4.48
u_cpu._0131_,4.48
u_cpu._0334_,4.48
u_cpu.ALU._0589_,4.46
u_cpu.ALU._0773_,4.46
u_cpu.ALU._1191_,4.46
u_cpu.ALU.u_wallace._0244_,4.46
u_cpu.ALU.u_wallace._1898_,4.46
u_cpu.ALU.u_wallace._2523_,4.46
u_cpu.ALU.u_wallace._2793_,4.46
u_cpu.ALU.u_wallace._3590_,4.46
u_cpu.ALU.u_wallace._4228_,4.46
u_cpu.IMEM._0429_,4.46
u_cpu.IMEM._0449_,4.46
u_cpu.IMEM._0708_,4.46
u_cpu.IMEM._0757_,4.46
u_cpu.IMEM._0849_,4.46
u_cpu.REG_FILE._01441_,4.46
u_cpu.REG_FILE._02347_,4.46
u_cpu.REG_FILE._02415_,4.46
u_cpu.REG_FILE._02612_,4.46
u_cpu.REG_FILE._03621_,4.46
u_cpu.REG_FILE._03888_,4.46
u_cpu.REG_FILE._04330_,4.46
u_cpu.REG_FILE._04382_,4.46
u_cpu.REG_FILE._04861_,4.46
u_cpu._0043_,4.46
u_cpu._0044_,4.46
u_cpu._0074_,4.46
u_cpu._0121_,4.46
u_cpu.ALU.u_wallace._4240_,4.445
u_cpu.ALU._0163_,4.44
u_cpu.ALU._0197_,4.44
u_cpu.ALU._1173_,4.44
u_cpu.ALU._1312_,4.44
u_cpu.ALU.u_wallace._0622_,4.44
u_cpu.ALU.u_wallace._1068_,4.44
u_cpu.ALU.u_wallace._1492_,4.44
u_cpu.ALU.u_wallace._1808_,4.44
u_cpu.ALU.u_wallace._3145_,4.44
u_cpu.ALU.u_wallace._3682_,4.44
u_cpu.IMEM._0737_,4.44
u_cpu.REG_FILE._01592_,4.44
u_cpu.REG_FILE._02033_,4.44
u_cpu.REG_FILE._02972_,4.44
u_cpu.REG_FILE._04195_,4.44
u_cpu.REG_FILE._04489_,4.44
u_cpu.REG_FILE._04764_,4.44
u_cpu.REG_FILE._05133_,4.44
u_cpu.REG_FILE._05378_,4.44
u_cpu.REG_FILE._05514_,4.44
u_cpu.REG_FILE._00119_,4.435
u_cpu.REG_FILE._00425_,4.435
u_cpu.REG_FILE._00093_,4.425
u_cpu.REG_FILE._00130_,4.425
u_cpu.ALU._0138_,4.42
u_cpu.ALU._0853_,4.42
u_cpu.ALU._1195_,4.42
u_cpu.ALU.u_wallace._0538_,4.42
u_cpu.ALU.u_wallace._1395_,4.42
u_cpu.ALU.u_wallace._3592_,4.42
u_cpu.ALU.u_wallace._3634_,4.42
u_cpu.ALU.u_wallace._4619_,4.42
u_cpu.IMEM._0684_,4.42
u_cpu.REG_FILE._01180_,4.42
u_cpu.REG_FILE._01834_,4.42
u_cpu.REG_FILE._02314_,4.42
u_cpu.REG_FILE._02694_,4.42
u_cpu.REG_FILE._03279_,4.42
u_cpu.REG_FILE._03612_,4.42
u_cpu.REG_FILE._03886_,4.42
u_cpu.REG_FILE._04838_,4.42
u_cpu.REG_FILE._04963_,4.42
u_cpu.REG_FILE._04984_,4.42
u_cpu.REG_FILE._05015_,4.42
u_cpu.REG_FILE._05206_,4.42
u_cpu.REG_FILE._05314_,4.42
u_cpu.REG_FILE._05439_,4.42
u_cpu.REG_FILE._05505_,4.42
u_cpu.REG_FILE._05598_,4.42
u_cpu._0166_,4.42
u_cpu._0455_,4.42
u_cpu._0475_,4.42
u_cpu._0607_,4.42
u_cpu.REG_FILE._04990_,4.41
u_cpu.REG_FILE._05266_,4.4
u_cpu.REG_FILE._00000_,4.385
u_cpu.REG_FILE._00068_,4.385
u_cpu.REG_FILE._00069_,4.385
u_cpu.REG_FILE._00091_,4.385
u_cpu.REG_FILE._00100_,4.385
u_cpu.REG_FILE._00134_,4.385
u_cpu.REG_FILE._00136_,4.385
u_cpu.REG_FILE._00138_,4.385
u_cpu.REG_FILE._00162_,4.385
u_cpu.REG_FILE._00218_,4.385
u_cpu.REG_FILE._00241_,4.385
u_cpu.REG_FILE._00266_,4.385
u_cpu.REG_FILE._00288_,4.385
u_cpu.REG_FILE._00308_,4.385
u_cpu.REG_FILE._00309_,4.385
u_cpu.REG_FILE._00348_,4.385
u_cpu.REG_FILE._00368_,4.385
u_cpu.REG_FILE._00412_,4.385
u_cpu.REG_FILE._00423_,4.385
u_cpu.REG_FILE._00456_,4.385
u_cpu.REG_FILE._00524_,4.385
u_cpu.REG_FILE._00574_,4.385
u_cpu.REG_FILE._00594_,4.385
u_cpu.REG_FILE._00682_,4.385
u_cpu.REG_FILE._00746_,4.385
u_cpu.REG_FILE._00766_,4.385
u_cpu.REG_FILE._00863_,4.385
u_cpu.REG_FILE._00874_,4.385
u_cpu.REG_FILE._00921_,4.385
u_cpu.REG_FILE._00924_,4.385
u_cpu.REG_FILE._00959_,4.385
u_cpu.REG_FILE._00963_,4.385
u_cpu.REG_FILE._00972_,4.385
u_cpu.REG_FILE._00998_,4.385
u_cpu.ALU.u_wallace._0640_,4.375
u_cpu.REG_FILE._05095_,4.37
u_cpu.REG_FILE._05495_,4.37
u_cpu._0543_,4.37
u_cpu._0641_,4.37
u_cpu.REG_FILE._00023_,4.365
_71949_,4.36
u_cpu.ALU._0583_,4.36
u_cpu.ALU._0586_,4.36
u_cpu.ALU._0795_,4.36
u_cpu.ALU.u_wallace._1813_,4.36
u_cpu.ALU.u_wallace._2840_,4.36
u_cpu.ALU.u_wallace._3094_,4.36
u_cpu.ALU.u_wallace._3888_,4.36
u_cpu.ALU.u_wallace._3919_,4.36
u_cpu.ALU.u_wallace._4067_,4.36
u_cpu.IMEM._0372_,4.36
u_cpu.REG_FILE._01205_,4.36
u_cpu.REG_FILE._02184_,4.36
u_cpu.REG_FILE._03469_,4.36
u_cpu.REG_FILE._03699_,4.36
u_cpu.REG_FILE._03867_,4.36
u_cpu.REG_FILE._04433_,4.36
u_cpu.REG_FILE._04435_,4.36
u_cpu.REG_FILE._04454_,4.36
u_cpu.REG_FILE._04462_,4.36
u_cpu.REG_FILE._04464_,4.36
u_cpu.REG_FILE._04493_,4.36
u_cpu.REG_FILE._04525_,4.36
u_cpu.REG_FILE._04532_,4.36
u_cpu.REG_FILE._04583_,4.36
u_cpu.REG_FILE._04623_,4.36
u_cpu.REG_FILE._04626_,4.36
u_cpu.REG_FILE._04633_,4.36
u_cpu.REG_FILE._04658_,4.36
u_cpu.REG_FILE._04662_,4.36
u_cpu.REG_FILE._04698_,4.36
u_cpu.REG_FILE._04737_,4.36
u_cpu.REG_FILE._04814_,4.36
u_cpu.REG_FILE._04827_,4.36
u_cpu.REG_FILE._04836_,4.36
u_cpu.REG_FILE._04948_,4.36
u_cpu.REG_FILE._04959_,4.36
u_cpu.REG_FILE._04976_,4.36
u_cpu.REG_FILE._04979_,4.36
u_cpu.REG_FILE._05059_,4.36
u_cpu.REG_FILE._05062_,4.36
u_cpu.REG_FILE._05066_,4.36
u_cpu.REG_FILE._05106_,4.36
u_cpu.REG_FILE._05155_,4.36
u_cpu.REG_FILE._05190_,4.36
u_cpu.REG_FILE._05305_,4.36
u_cpu.REG_FILE._05364_,4.36
u_cpu.REG_FILE._05379_,4.36
u_cpu.REG_FILE._05382_,4.36
u_cpu.REG_FILE._05419_,4.36
u_cpu.REG_FILE._05428_,4.36
u_cpu.REG_FILE._05481_,4.36
u_cpu.REG_FILE._05491_,4.36
u_cpu.REG_FILE._05518_,4.36
u_cpu.REG_FILE._05526_,4.36
u_cpu.REG_FILE._05532_,4.36
u_cpu.REG_FILE._05559_,4.36
u_cpu.REG_FILE._05583_,4.36
u_cpu.REG_FILE._05627_,4.36
u_cpu.REG_FILE._05651_,4.36
u_cpu.REG_FILE._05667_,4.36
u_cpu.REG_FILE._05681_,4.36
u_cpu._0540_,4.36
u_cpu._0549_,4.36
u_cpu._0592_,4.36
u_cpu._0600_,4.36
u_cpu._0601_,4.36
u_cpu._0611_,4.36
u_cpu.REG_FILE._02558_,4.345
u_cpu.ALU._0096_,4.34
u_cpu.ALU._0311_,4.34
u_cpu.ALU._0446_,4.34
u_cpu.ALU._1022_,4.34
u_cpu.ALU._1133_,4.34
u_cpu.ALU._1310_,4.34
u_cpu.ALU._1350_,4.34
u_cpu.ALU.u_wallace._0026_,4.34
u_cpu.ALU.u_wallace._0240_,4.34
u_cpu.ALU.u_wallace._0758_,4.34
u_cpu.ALU.u_wallace._0988_,4.34
u_cpu.ALU.u_wallace._0999_,4.34
u_cpu.ALU.u_wallace._1471_,4.34
u_cpu.ALU.u_wallace._2491_,4.34
u_cpu.ALU.u_wallace._3617_,4.34
u_cpu.ALU.u_wallace._3790_,4.34
u_cpu.ALU.u_wallace._3898_,4.34
u_cpu.ALU.u_wallace._4200_,4.34
u_cpu.ALU.u_wallace._4419_,4.34
u_cpu.ALU.u_wallace._4634_,4.34
u_cpu.ALU.u_wallace._4877_,4.34
u_cpu.IMEM._0016_,4.34
u_cpu.IMEM._0073_,4.34
u_cpu.IMEM._0630_,4.34
u_cpu.IMEM._0891_,4.34
u_cpu.REG_FILE._01336_,4.34
u_cpu.REG_FILE._01385_,4.34
u_cpu.REG_FILE._01555_,4.34
u_cpu.REG_FILE._01681_,4.34
u_cpu.REG_FILE._01776_,4.34
u_cpu.REG_FILE._01851_,4.34
u_cpu.REG_FILE._02002_,4.34
u_cpu.REG_FILE._02032_,4.34
u_cpu.REG_FILE._02144_,4.34
u_cpu.REG_FILE._02183_,4.34
u_cpu.REG_FILE._02187_,4.34
u_cpu.REG_FILE._02194_,4.34
u_cpu.REG_FILE._02333_,4.34
u_cpu.REG_FILE._02339_,4.34
u_cpu.REG_FILE._02403_,4.34
u_cpu.REG_FILE._02470_,4.34
u_cpu.REG_FILE._02581_,4.34
u_cpu.REG_FILE._03123_,4.34
u_cpu.REG_FILE._03323_,4.34
u_cpu.REG_FILE._03443_,4.34
u_cpu.REG_FILE._03561_,4.34
u_cpu.REG_FILE._03647_,4.34
u_cpu.REG_FILE._03921_,4.34
u_cpu.REG_FILE._03965_,4.34
u_cpu.REG_FILE._04003_,4.34
u_cpu.REG_FILE._04035_,4.34
u_cpu.REG_FILE._04066_,4.34
u_cpu.REG_FILE._04206_,4.34
u_cpu.REG_FILE._04244_,4.34
u_cpu.REG_FILE._04275_,4.34
u_cpu.REG_FILE._04591_,4.34
u_cpu.REG_FILE._04713_,4.34
u_cpu.REG_FILE._04757_,4.34
u_cpu.REG_FILE._04777_,4.34
u_cpu.REG_FILE._04778_,4.34
u_cpu.REG_FILE._04891_,4.34
u_cpu.REG_FILE._04933_,4.34
u_cpu.REG_FILE._05099_,4.34
u_cpu.REG_FILE._05185_,4.34
u_cpu.REG_FILE._05596_,4.34
u_cpu.REG_FILE._05613_,4.34
u_cpu._0405_,4.34
_71933_,4.32
u_cpu.IMEM._0293_,4.32
u_cpu.REG_FILE._01651_,4.32
u_cpu.REG_FILE._01718_,4.32
u_cpu.REG_FILE._01953_,4.32
u_cpu.REG_FILE._02372_,4.32
u_cpu.REG_FILE._02677_,4.32
u_cpu.REG_FILE._03441_,4.32
u_cpu.REG_FILE._03848_,4.32
u_cpu.REG_FILE._04762_,4.32
u_cpu._0101_,4.305
u_cpu.ALU.u_wallace._3177_,4.295
u_cpu.REG_FILE._00152_,4.295
u_cpu.REG_FILE._00292_,4.295
u_cpu.REG_FILE._00377_,4.295
u_cpu.REG_FILE._00567_,4.295
u_cpu.REG_FILE._00592_,4.295
u_cpu.REG_FILE._00004_,4.265
u_cpu.REG_FILE._00078_,4.265
u_cpu.REG_FILE._00305_,4.265
u_cpu.REG_FILE._00316_,4.265
u_cpu.REG_FILE._00492_,4.265
u_cpu.REG_FILE._00624_,4.265
u_cpu.REG_FILE._00920_,4.265
u_cpu.REG_FILE._00936_,4.265
u_cpu.IMEM._0916_,4.26
u_cpu.REG_FILE._00579_,4.26
u_cpu.ALU._0091_,4.25
